function;mean HV;std
bnh;4723.861058628836;157.71041995580367
tnk;1.0151751939976095;1.1341856303861417
ctp1;1.1033144998989444;0.08487297130599758
zdt4;161.01354473528727;17.71479464105209
kursawe;42.099533349975474;12.966120568153329
welded_beam;32.49339838180138;4.689906495642232
carside;16.669081685079682;1.1000554441423989
