function;mean HV;std
bnh;4616.938412054702;209.7586771677463
tnk;0.0;0.0
ctp1;1.1357062483776632;0.06137552325889342
kursawe;43.03724535473349;19.35051556661808
zdt4;116.5310347337996;43.16610215838103
welded_beam;1.2174194571505408;5.969290227217984
carside;0.0;0.0
