function;mean HV;std
bnh;4760.45690225854;134.4345686553189
tnk;1.849392633354081;0.5966849731587744
ctp1;1.1149322970767577;0.08887863686605185
zdt4;162.13418961477063;18.896229369439926
kursawe;41.4712475576439;15.050566117522951
welded_beam;32.90229791847338;1.2976326355915726
carside;11.142828833090475;3.2046696203993816
