function;mean HV;std
bnh;5035.872035932402;35.847258511811305
tnk;3.9265346869361495;0.1161481536934608
ctp1;1.2613110908408338;0.015892371654722362
kursawe;56.09313443217062;9.922637808835232
welded_beam;33.63257354746334;1.7971731197724556
carside;19.407255828235055;0.25945727991116957
zdt4;176.0070865971318;14.619973848612489
